artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Aidonia,Jook So,0.778,0.775,0,-7.188,1,0.0658,0.00509,0.001,0.0769,0.439,105.046,187133,4
Elephant Man,More Gal,0.747,0.673,7,-8.47,1,0.282,0.167,0,0.149,0.559,95.036,165789,4
Popcaan,Ravin,0.659,0.687,1,-4.208,0,0.303,0.174,0,0.309,0.812,98.888,192837,4
Demarco,Backaz,0.809,0.761,2,-7.026,1,0.234,0.251,0,0.061,0.749,99.785,182400,4
Sean Paul,We Be Burnin',0.955,0.792,1,-4.3,1,0.144,0.148,0,0.0753,0.885,117.026,215213,4
Sean Paul,Tek Weh Yuh Heart,0.497,0.68,9,-5.722,0,0.309,0.456,0,0.123,0.702,94.983,225904,4
Maleek Berry,Kontrol,0.868,0.521,1,-6.902,0,0.0512,0.281,6.36e-05,0.0992,0.886,113.993,206316,4
Mavado,Caribbean Girls,0.764,0.83,0,-5.378,0,0.115,0.084,1.75e-05,0.115,0.435,94.927,186947,4
Sasha,Dat Sexy Body,0.796,0.734,6,-8.673,1,0.333,0.0233,0,0.0805,0.751,96.084,169987,4
Sean Paul,Gimme the Light,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61e-05,0.0441,0.923,107.288,228000,4
Tony Matterhorn,Dutty Wine,0.564,0.794,7,-5.752,1,0.339,0.012,0,0.366,0.802,157.996,183533,3
Timaya,Shake Yuh Bum,0.947,0.684,0,-3.443,1,0.382,0.231,0,0.246,0.918,125.995,210211,4
Wizkid,Come Closer (feat. Drake),0.825,0.453,4,-7.429,0,0.227,0.127,3.82e-06,0.0838,0.496,99.974,211293,4
Eugy,Dance for Me,0.774,0.69,11,-5.147,0,0.0667,0.15,0,0.391,0.571,106.993,204173,4
Beenie Man,Girls Dem Sugar,0.603,0.782,2,-4.832,1,0.162,0.118,0,0.363,0.731,124.303,257893,5
Million Stylez,Miss Fatty,0.943,0.479,2,-6.172,1,0.289,0.0986,0,0.155,0.921,109.3,238190,3
Yxng Bane,Vroom (Beenie Man Remix),0.582,0.595,11,-6.583,0,0.146,0.0842,0,0.0714,0.377,137.698,221538,5
Mavado,Weed & Hennessy,0.61,0.812,10,-2.779,0,0.183,0.0228,0,0.0562,0.45,117.613,159693,5
Tony Matterhorn,Goodas Mi Back Mi Back,0.611,0.498,4,-12.286,0,0.45,0.00433,0,0.0558,0.736,94.848,224880,4
Elephant Man,"Jook Gal (Wine Wine) [feat. Twista, Young Bloodz & Kiprich] - Head Gawn Version",0.949,0.746,1,-7.062,1,0.198,0.131,0,0.049,0.963,119.894,233360,4
Mr. Vegas,"Party Tun Up Remix (feat. Sean Paul, Fatman Scoop)",0.781,0.909,4,-5.299,0,0.156,0.222,0,0.168,0.791,125.03,163200,4
Collie Buddz,Come Around,0.496,0.786,1,-6.05,0,0.318,0.014,0,0.639,0.731,153.448,221507,4
Collie Buddz,Wild Out,0.663,0.814,10,-4.995,0,0.316,0.0765,0,0.103,0.873,124.803,156080,5
Mr. Vegas,Pum Pum Shorts (feat. Gyptian & Teairra Mari),0.8,0.646,6,-6.741,0,0.192,0.0218,0,0.138,0.483,94.0,229787,4
Charly Black,You're Perfect - Remix,0.821,0.789,0,-4.231,0,0.218,0.0429,0,0.082,0.785,104.953,201400,4
Alkaline,Gyal Bruk Out,0.76,0.652,7,-5.278,0,0.365,0.397,0,0.321,0.731,90.281,161042,4
Sean Paul,Gimme the Light (feat. Busta Rhymes) - Pass the Dro-Voisier Remix,0.613,0.87,2,-2.652,1,0.277,0.454,0,0.293,0.942,105.607,200733,4
Fambo,Party,0.873,0.87,0,-3.727,0,0.106,0.0592,0,0.141,0.703,110.975,195787,4
Charly Black,You're Perfect,0.817,0.855,7,-3.282,0,0.244,0.318,0,0.0517,0.783,104.909,196973,4
Mr. Vegas,Party Tun Up,0.846,0.866,4,-2.92,0,0.11,0.121,1.3e-05,0.0803,0.728,124.993,163210,4
Nina Sky,Move Ya Body,0.87,0.712,11,-6.313,0,0.0432,0.0202,0.000331,0.0576,0.877,121.057,232000,4
Brick & Lace,Love Is Wicked,0.806,0.872,5,-3.427,0,0.0591,0.00802,1.84e-06,0.0911,0.478,100.068,222853,4
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,0.711,0.761,8,-3.04,1,0.225,0.067,0,0.041,0.718,95.824,243880,4
Sean Paul,Baby Boy (feat. Beyoncé ),0.658,0.621,1,-5.725,1,0.231,0.0667,2.46e-06,0.142,0.817,91.267,246707,4
Busta Rhymes,Make It Clap (feat. Sean Paul & Spliff Starr) - Remix Album Version,0.736,0.741,1,-4.458,0,0.392,0.0691,0,0.053,0.95,121.328,243040,5
Vybz Kartel,Clarks,0.631,0.802,8,-5.316,1,0.373,0.0886,0,0.103,0.772,101.803,183893,4
Notch,Nuttin Nuh Go So,0.751,0.837,1,-3.892,1,0.108,0.183,0,0.217,0.752,98.016,242560,4
Alkaline,Extra Lesson Remix (feat. Kojo Funds & Chip),0.764,0.547,10,-6.395,0,0.29,0.611,0,0.0977,0.766,100.413,215295,4
WSTRN,Txtin' (feat. Alkaline),0.719,0.702,7,-5.617,0,0.112,0.298,0,0.178,0.399,98.154,241298,4
Vybz Kartel,Wine To Di Top,0.804,0.857,7,-2.819,0,0.23,0.295,5.04e-06,0.0646,0.893,104.891,219429,4
Unruly Cuz,Millions,0.57,0.638,4,-5.681,0,0.297,0.0175,0,0.105,0.109,100.175,163660,4
Beenie Man,Who Am I,0.628,0.754,11,-8.777,1,0.472,0.21,0,0.12,0.57,86.194,196000,4
Kranium,Sidung,0.826,0.399,7,-8.325,1,0.0803,0.218,0,0.108,0.906,93.032,200133,4
HoodCelebrityy,Walking Trophy,0.691,0.604,0,-6.358,1,0.341,0.129,0.00494,0.108,0.44,125.55,215112,5
Mavado,Settle Down (Destiny),0.692,0.854,3,-5.722,1,0.238,0.272,0,0.0773,0.924,199.88,189813,4
Sean Paul,Ever Blazin',0.753,0.771,9,-4.556,0,0.0862,0.028,0,0.0434,0.91,104.016,190880,4
Afro B,Drogba (Joanna) [feat. WizKid],0.944,0.559,11,-7.706,0,0.064,0.0106,3.25e-05,0.0775,0.705,107.992,197923,4
Olamide,KANA,0.853,0.822,10,-5.917,0,0.212,0.345,0.000114,0.13,0.62,102.82,207379,4
StarBoy,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",0.841,0.644,9,-3.284,0,0.083,0.594,0.00402,0.142,0.881,108.003,255608,4
Sean Paul,Concrete,0.773,0.74,5,-7.469,0,0.309,0.255,0,0.131,0.818,93.957,234107,4
Sean Paul,Deport Them,0.839,0.682,6,-9.532,0,0.439,0.0319,0,0.0815,0.922,96.045,188933,4
Sean Paul,Infiltrate,0.732,0.752,11,-7.836,0,0.382,0.667,0,0.525,0.593,88.868,209467,4
Machel Montano,Fast Wine,0.887,0.892,2,-2.346,1,0.0473,0.0381,3.27e-05,0.0787,0.574,107.996,204828,4
Shenseea,Loodi (feat. Vybz Kartel),0.602,0.83,5,-2.89,0,0.217,0.47,0,0.393,0.911,96.203,192990,4
Ms Banks,Snack (feat. Kida Kudz),0.83,0.652,7,-3.452,1,0.0695,0.0128,0.142,0.081,0.516,106.004,209863,4
Stay Flee Get Lizzy,"2 Cups (feat. Popcaan, Fredo & Tory Lanez)",0.76,0.853,6,-7.534,0,0.284,0.0451,0,0.117,0.658,102.964,207233,4
Beenie Man,I'm Drinking / Rum & Red Bull,0.783,0.853,2,-2.994,1,0.174,0.0321,0,0.196,0.867,133.303,201600,5
A Pass,Gamululu (Remix) [feat. Konshens],0.703,0.734,1,-6.36,1,0.293,0.783,0,0.251,0.929,99.81,151200,4
Sean Paul,Punkie,0.839,0.938,7,-2.427,1,0.271,0.151,0,0.0549,0.891,170.19,227760,4
Vybz Kartel,Romping Shop,0.595,0.661,8,-6.054,0,0.173,0.0208,0,0.132,0.398,79.832,214600,4
Gyptian,Hold You - Hold Yuh,0.69,0.621,8,-3.583,1,0.06,0.321,2.81e-05,0.0884,0.497,66.858,233253,3
Stefflon Don,16 Shots,0.684,0.79,3,-4.871,0,0.0735,0.0271,0.000371,0.0854,0.549,95.083,224728,4
Spice,So Mi Like It,0.812,0.693,0,-3.914,0,0.367,0.0382,0,0.104,0.853,90.12,153213,4
Alkaline,Gyal Bruk Out,0.694,0.652,7,-5.278,0,0.445,0.391,0,0.32,0.721,180.432,161042,4
Vybz Kartel,Yuh Love,0.588,0.687,8,-6.912,1,0.342,0.238,0,0.173,0.774,122.111,227300,5
Alison Hinds,Roll It Gal,0.519,0.859,5,-5.046,0,0.287,0.0113,3.46e-06,0.105,0.815,103.364,238493,4
Shenseea,Shen Yeng Anthem,0.665,0.824,1,-2.231,0,0.303,0.144,0,0.307,0.673,105.798,141226,4
Vybz Kartel,Virginity,0.496,0.725,10,-5.51,1,0.37,0.396,0,0.195,0.85,79.059,199173,1
Konshens,Stop Sign,0.821,0.679,10,-6.124,0,0.213,0.128,2.91e-06,0.232,0.644,101.053,165617,4
Collie Buddz,Sweetie Come Brush Me,0.657,0.595,3,-8.746,0,0.351,0.425,0,0.0805,0.838,172.119,193541,4
French Montana,Formula,0.516,0.605,8,-4.611,1,0.136,0.0865,0,0.263,0.671,133.806,234275,5
Cham,Wine - feat. O,0.568,0.712,11,-5.052,0,0.297,0.163,0,0.262,0.753,100.377,226187,4
Aidonia,Pon Di Cocky,0.818,0.794,6,-7.457,1,0.0894,0.193,0,0.0413,0.569,100.986,190119,4
Machel Montano,One Wine,0.504,0.943,6,-3.281,0,0.143,0.0779,0,0.21,0.822,195.622,228980,4
Mr. Vegas,Hot Fuk (Album Version),0.481,0.92,5,-2.813,1,0.324,0.0151,0,0.344,0.905,154.673,228867,5
Major Lazer,Front of the Line (feat. Machel Montano & Konshens),0.71,0.865,4,-3.274,0,0.0988,0.0498,0,0.179,0.727,113.978,225635,4
Shauna Shadae,Mi Like - Remix,0.642,0.499,10,-12.634,0,0.731,0.16,0,0.471,0.558,118.423,237078,5
Aidonia,Yeah Yeah,0.894,0.823,6,-5.748,0,0.07,0.188,0,0.16,0.745,107.941,222222,4
QQ,One Drop,0.899,0.934,5,-3.859,1,0.0657,0.0599,0,0.0729,0.824,101.02,174552,4
Red Rat,Tight Up Skirt,0.897,0.605,7,-5.908,1,0.344,0.00891,0,0.206,0.674,95.023,214160,4
Stefflon Don,Senseless - Remix,0.544,0.621,1,-4.557,1,0.139,0.122,0,0.101,0.747,101.337,173438,4
Sean Paul,Temperature,0.951,0.597,0,-4.651,0,0.0669,0.104,0,0.0718,0.819,125.024,216467,4
Sean Paul,I'm Still in Love with You (feat. Sasha),0.765,0.666,7,-5.384,1,0.172,0.102,0,0.116,0.756,87.002,273360,4
Munga Honorable,Nah Mad (Ova Nuh Gyal),0.605,0.745,10,-5.021,0,0.405,0.669,0,0.175,0.886,129.395,192052,5
Sean Paul,Can You Do the Work (feat. Ce'Cile),0.865,0.616,9,-5.157,0,0.3,0.319,0,0.167,0.853,126.554,203773,5
Tanto Metro & Devonte,Give It To Her,0.6,0.583,9,-6.617,0,0.281,0.0918,0,0.0992,0.763,126.517,209053,5
DING DONG,Bad Man Forward,0.734,0.703,1,-4.697,1,0.364,0.177,0.0753,0.487,0.568,106.84,195693,4
Popcaan,Addicted,0.533,0.645,5,-5.939,0,0.174,0.416,0,0.181,0.531,130.773,178313,5
Mr. Vegas,Hot Fuk / Hot Wuk,0.458,0.876,7,-5.134,0,0.414,0.0274,0,0.331,0.907,172.026,167560,3
Beenie Man,Hmm Hmm,0.656,0.848,6,-4.603,1,0.239,0.113,0,0.0694,0.566,100.415,215173,4
Sean Paul,All on Me (feat. Tami Chin),0.551,0.689,6,-5.481,0,0.443,0.0678,0,0.0829,0.375,189.844,258893,4
Wiley,Boasty (feat. Idris Elba),0.887,0.765,2,-5.207,1,0.0669,0.00915,0.000872,0.0907,0.456,102.958,177186,4
Stefflon Don,Senseless,0.757,0.682,10,-4.796,0,0.176,0.146,0,0.0707,0.732,98.015,183025,4
Popcaan,Best/Blessed,0.626,0.605,4,-5.321,0,0.237,0.00813,0,0.164,0.248,178.065,178054,4
Mavado,Diamond Body,0.725,0.64,9,-4.6,0,0.212,0.393,0,0.101,0.398,102.884,212039,4
Kranium,Gal Policy (Remix) [feat. Tiwa Savage],0.552,0.779,2,-2.281,1,0.242,0.338,0,0.249,0.653,130.751,155366,5
XXXTENTACION,Hot Gyal,0.797,0.573,11,-5.226,0,0.34,0.279,2.13e-06,0.16,0.583,99.754,134400,4
Popcaan,CANARY,0.478,0.856,7,-4.099,0,0.372,0.271,0,0.299,0.502,97.948,200936,4
Demarco,Wine Pon Di Ting - Remastered,0.807,0.451,9,-10.242,0,0.208,0.271,0,0.0395,0.54,93.1,161190,4
Gyptian,Jiggle Jiggle,0.755,0.839,0,-3.905,1,0.0619,0.0514,0,0.372,0.711,100.962,248773,4
Tchap0,Bounce,0.787,0.68,5,-3.725,0,0.233,0.486,0,0.183,0.478,100.007,174289,4
Wiley,"My One (feat. Tory Lanez, Kranium & Dappy)",0.543,0.858,11,-5.447,0,0.279,0.0258,0,0.242,0.613,99.604,186874,4
Konshens,Bruk Off Yuh Back (feat. Chris Brown),0.58,0.748,7,-6.393,1,0.299,0.274,0,0.127,0.939,202.052,194583,4
Wayne Wonder,Bounce Along,0.77,0.682,0,-5.337,0,0.27,0.117,0,0.0396,0.964,95.699,290493,4
Vybz Kartel,Gwaan So,0.694,0.68,5,-7.955,0,0.322,0.0517,0,0.0881,0.965,117.338,180107,5
Ayo Jay,The Vibe,0.861,0.684,0,-5.741,0,0.0642,0.161,2.14e-05,0.115,0.768,101.984,215492,4
T-Pain,I'm Sprung 2 (feat. Beenie Man) - Tony Kelly Dancehall Remix,0.77,0.697,10,-5.953,0,0.0671,0.014,0.000146,0.255,0.429,100.021,314787,4
Cham,Vitamin S,0.846,0.77,5,-5.905,1,0.299,0.106,0,0.0883,0.925,117.425,252893,5
CNN (Capone-N-Noreaga),Anything Goes (feat. Wayne Wonder & Lexxus),0.751,0.692,7,-8.542,1,0.254,0.00158,0,0.167,0.5,94.243,234427,4
T.O.K.,She's Hot,0.639,0.586,2,-6.278,0,0.333,0.28,3.01e-06,0.0606,0.869,129.18,209680,5
Hitimpulse,Miss Fatty Fatty (feat. KANIS & Jazz Montell),0.651,0.482,2,-7.765,1,0.362,0.235,0,0.0814,0.357,64.705,142298,3
Charly Black,Hold Me,0.604,0.689,2,-5.518,1,0.251,0.307,0,0.538,0.479,137.214,126557,5
Mr Eazi,Sekkle & Bop (feat. Popcaan),0.817,0.764,3,-5.839,1,0.344,0.0171,0,0.458,0.769,96.11,156328,4
Shenseea,Run Run,0.651,0.856,8,-4.062,0,0.0563,0.0873,0,0.194,0.919,159.869,186082,4
Vybz Kartel,Gal a Weh Do You,0.584,0.64,1,-6.807,0,0.317,0.049,0,0.0625,0.6,106.743,176733,4
Saha,Coca Cola Shape (feat. Fat Man Scoop) - Sexy Body Remix,0.844,0.872,1,-5.445,1,0.352,0.0752,0,0.294,0.631,96.109,247707,4
Mr. Vegas,Taxi Fare (feat. Mr Lexxus),0.649,0.69,1,-5.243,1,0.215,0.0417,0,0.122,0.744,125.896,194600,5
Squash,Beat Dem Bad,0.899,0.669,3,-6.408,1,0.165,0.255,0,0.0841,0.754,100.026,144065,4
The Rara,Get Up And Get It,0.805,0.694,11,-7.341,1,0.374,0.181,0,0.0846,0.72,93.134,250323,4
Mr. Vegas,Skin to Skin,0.849,0.855,4,-3.955,0,0.117,0.00248,1.2e-05,0.139,0.564,98.052,158625,4
Ayo Jay,Your Number REMIX (feat. Chris Brown & Kid Ink),0.752,0.595,9,-6.763,0,0.121,0.18,0,0.291,0.746,100.021,271607,4
T.O.K,Galang Gal,0.808,0.899,6,-4.127,1,0.0392,0.323,1.22e-06,0.303,0.772,100.225,201333,4
Konshens,She Got It (with Rafa Pabön),0.927,0.817,2,-2.972,1,0.254,0.0181,5.79e-06,0.0562,0.723,96.946,170103,4
Spice,Go Down Deh (feat. Shaggy and Sean Paul),0.817,0.8,2,-4.475,1,0.108,0.12,3.9e-05,0.187,0.534,90.016,154667,4
Alkaline,Ocean Wave,0.674,0.723,2,-4.142,1,0.295,0.396,0,0.26,0.614,130.63,163866,5
T.O.K,Gal You Ah Lead,0.681,0.72,5,-4.749,0,0.27,0.112,0,0.124,0.678,99.001,213133,4
Vybz Kartel,Bicycle,0.672,0.709,1,-6.697,0,0.236,0.0102,0,0.37,0.265,110.171,138640,4
Popcaan,Levels,0.629,0.698,2,-6.441,1,0.343,0.142,0,0.118,0.564,130.383,176013,5
Sean Paul,No Bligh,0.8,0.57,8,-7.673,0,0.132,0.0347,0,0.264,0.876,96.082,223773,4
Erup,Click Mi Finger,0.606,0.915,6,-3.209,1,0.244,0.0741,0,0.138,0.737,129.437,158000,5
Mavado,Settle Down (Destiny),0.692,0.854,3,-5.722,1,0.238,0.272,0,0.0773,0.924,199.88,189813,4
Mr. Vegas,Hot Fuk / Hot Wuk,0.458,0.876,7,-5.134,0,0.414,0.0274,0,0.331,0.907,172.033,167560,3
Gyptian,Turn Me On,0.712,0.836,0,-3.39,1,0.0474,0.172,1.59e-06,0.1,0.741,100.065,214040,4
Shenseea,Dolly,0.866,0.791,9,-3.619,1,0.0842,0.083,0,0.308,0.399,99.932,136800,4
Mr. Vegas,She's A Ho,0.841,0.756,9,-6.778,1,0.253,0.264,0,0.056,0.838,93.883,192760,4
DJ Khaled,She's Fine,0.676,0.746,0,-4.325,1,0.211,0.137,0,0.44,0.783,103.105,201867,4
KiDi,Touch It - Remix,0.903,0.771,10,-2.684,1,0.0696,0.167,0.049,0.0707,0.692,95.003,181974,4
Alkaline,My Love,0.601,0.811,5,-4.881,0,0.116,0.322,0,0.0718,0.506,124.855,218916,5
Popcaan,Skeleton Cartier,0.549,0.82,2,-4.433,1,0.379,0.314,0,0.226,0.357,96.725,221584,4
Dexta Daps,Breaking News,0.716,0.663,6,-5.461,1,0.208,0.425,0,0.0873,0.513,95.153,207158,4
Wizkid,No Lele,0.559,0.835,6,-4.256,0,0.185,0.54,0,0.243,0.935,136.29,218175,5
Busy Signal,Wine Pon Di Edge,0.776,0.898,6,-4.149,0,0.132,0.25,0,0.0964,0.746,127.796,194387,4
DJ Megan Ryte,On & On (feat. Tory Lanez & HoodCelebrityy),0.759,0.842,5,-4.248,0,0.149,0.0971,3.72e-06,0.22,0.589,97.989,202871,4
BL Tha Hook Slaya,Vitamin D,0.424,0.783,7,-4.358,0,0.0493,0.197,0,0.631,0.749,100.019,206494,4
Elephant Man,Rah Rah,0.886,0.868,7,-5.33,1,0.215,0.129,0,0.228,0.762,102.005,231027,4
Pitbull,Culo Miami Mix,0.967,0.639,11,-6.42,1,0.192,0.107,0,0.0959,0.965,119.895,249480,4
Mavado,Give It All To Me,0.477,0.707,7,-5.567,1,0.342,0.0158,0,0.129,0.415,97.143,214227,4
Vybz Kartel,Nah Let Go,0.557,0.755,1,-7.799,0,0.153,0.102,0,0.167,0.683,109.63,214533,4
Stylo G,Call Mi A Yardie,0.704,0.749,7,-4.159,1,0.269,0.0896,0,0.0347,0.279,99.993,185680,4
RDX,Bend Ova,0.83,0.91,5,-3.886,1,0.243,0.154,0,0.179,0.843,112.934,189013,4
Sean Paul,Temperature,0.951,0.6,0,-4.675,0,0.0685,0.106,0,0.0712,0.822,125.04,218573,4
Skillibeng,Crocodile Teeth,0.594,0.644,1,-7.458,0,0.302,0.141,0.000242,0.243,0.221,107.101,166699,4
Marksman,Verified Choppa 2,0.721,0.557,9,-7.544,0,0.364,0.415,0,0.0827,0.464,200.193,138970,4
Machel Montano,Bend Over,0.79,0.715,1,-7.578,0,0.0635,0.0664,0,0.0548,0.865,124.006,206129,4
Kerwin Du Bois,Too Real,0.882,0.827,0,-4.13,1,0.0574,0.214,0,0.0619,0.418,125.021,186000,4
Kranium,Wi Deh Yah,0.648,0.725,11,-7.064,0,0.266,0.063,0,0.111,0.563,100.192,146400,4
Tanto Metro & Devonte,Everyone Falls In Love,0.726,0.829,6,-4.57,0,0.0353,0.0124,0,0.254,0.703,96.002,229107,4
Nadine Sutherland,Action,0.816,0.477,6,-12.268,1,0.0993,0.188,0,0.0937,0.791,93.135,202773,4
Shenseea,Sure Sure,0.753,0.651,11,-3.972,0,0.139,0.0986,0,0.0797,0.439,95.993,154000,4
Shenseea,The Sidechick Song,0.736,0.615,8,-4.716,0,0.346,0.341,0,0.433,0.495,185.998,193548,4
Vybz Kartel,Punani a Mi Best Friend,0.776,0.721,1,-4.073,1,0.0671,0.047,0,0.0975,0.528,94.033,148085,4
Popcaan,World Cup,0.623,0.845,11,-4.602,1,0.206,0.326,0,0.209,0.75,105.609,206038,4
Tommy Lee Sparta,Lifestyle,0.496,0.856,2,-4.196,1,0.218,0.287,0,0.524,0.307,96.994,188041,4
Kerwin Du Bois,Soca Soulmate,0.813,0.654,2,-7.544,1,0.0612,0.423,5.07e-06,0.271,0.596,105.04,224717,4
Yanique Curvy Diva,Bunx Pon It,0.652,0.911,2,-5.624,1,0.335,0.182,0,0.115,0.896,211.948,185660,4
Popcaan,Fall In Love,0.546,0.709,9,-7.932,1,0.313,0.133,0,0.115,0.501,84.746,185400,4
Teetimus,Lifestyle Rich,0.702,0.694,10,-3.061,1,0.132,0.474,0,0.0725,0.505,133.051,213600,5
Mavado,On My Mind,0.712,0.71,9,-5.533,0,0.197,0.334,0,0.111,0.634,98.229,177600,4
Mavado,When U Feel Lonely,0.552,0.695,0,-5.954,0,0.124,0.108,0,0.34,0.654,120.718,192280,5
IQ,Bun Fi Bun,0.482,0.632,11,-5.876,0,0.259,0.115,5.24e-05,0.208,0.519,83.329,197143,4
DJ Khaled,"THESE STREETS KNOW MY NAME (feat. Skillibeng, Buju Banton, Capleton, Bounty Killer & Sizzla)",0.56,0.728,0,-5.998,0,0.234,0.00623,0,0.461,0.0807,117.465,299933,5
Skeng,Curves,0.938,0.642,7,-4.978,0,0.176,0.736,3.72e-05,0.106,0.429,100.007,127687,4
The Spinners,I'll Be Around - 2003 Remaster,0.833,0.806,4,-7.439,1,0.0463,0.271,1.23e-06,0.159,0.841,112.23,191787,4
Lenny Williams,'Cause I Love You,0.51,0.311,10,-12.441,0,0.056,0.573,0,0.131,0.377,132.25,430000,3
Marvin Gaye,Trouble Man - Extended Version,0.472,0.395,9,-9.243,0,0.0346,0.604,8.55e-06,0.0941,0.357,137.289,249667,5
"Earth, Wind & Fire",That's the Way of the World,0.586,0.552,1,-11.153,1,0.0488,0.593,0.00101,0.31,0.732,82.0,345507,4
Bobby Caldwell,What You Won't Do For Love,0.644,0.395,6,-16.828,1,0.0627,0.452,0.000892,0.262,0.813,84.072,286493,4
James Brown,Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,0.835,0.692,10,-6.514,0,0.114,0.248,0.000161,0.295,0.829,108.296,315840,4
The Floaters,Float On,0.542,0.53,7,-14.192,1,0.0267,0.268,0.000774,0.221,0.616,96.031,708867,4
"Earth, Wind & Fire",Love's Holiday,0.598,0.58,9,-10.105,1,0.0409,0.575,2.17e-05,0.12,0.735,74.855,262080,4
Major Harris,Love Won't Let Me Wait - 45 Version,0.597,0.291,11,-13.837,0,0.0352,0.917,3.05e-05,0.122,0.226,115.666,227640,1
Marvin Gaye,What's Going On,0.445,0.72,1,-9.215,0,0.0473,0.279,0.000116,0.219,0.786,102.407,234467,4
Teddy Pendergrass,Turn off the Lights,0.62,0.483,4,-9.775,0,0.0349,0.467,8.92e-06,0.423,0.665,119.993,354693,4
The Jacksons,Show You the Way to Go,0.66,0.707,2,-7.957,1,0.0299,0.0374,1.36e-06,0.256,0.711,109.49,326987,4
Marvin Gaye,Distant Lover - Alternate Mix,0.446,0.517,4,-9.155,1,0.0271,0.271,1.01e-05,0.0728,0.475,142.613,272893,3
Marvin Gaye,Head Title aka Distant Lover - Demo Version,0.53,0.526,4,-7.705,1,0.0285,0.306,0.00112,0.112,0.636,142.597,285400,3
Bloodstone,Natural High - Single Version,0.332,0.371,4,-9.884,1,0.0396,0.729,0.00021,0.176,0.375,173.273,249093,3
Marvin Gaye,I Want You - Single Version,0.526,0.728,1,-10.476,0,0.0342,0.901,0.29,0.2,0.772,100.386,235560,4
Barry White,"Can't Get Enough Of Your Love, Babe - Single Version",0.8,0.854,5,-5.244,1,0.129,0.0729,0.00563,0.249,0.796,110.516,230467,4
Enchantment,It's You That I Need,0.314,0.641,2,-8.947,1,0.0855,0.249,0.000736,0.111,0.584,165.9,360493,4
The Isley Brothers,"For the Love of You, Pts. 1 & 2",0.68,0.409,11,-9.549,0,0.0522,0.631,4.62e-05,0.12,0.695,102.785,337907,4
The New Birth,Wild Flower,0.46,0.358,6,-11.451,1,0.0385,0.483,0,0.0808,0.507,120.758,389493,4
Stevie Wonder,Isn't She Lovely,0.481,0.826,1,-6.974,0,0.0851,0.182,0.00352,0.324,0.819,118.679,394267,4
Brighter Side of Darkness,Love Jones,0.524,0.422,6,-14.105,0,0.0436,0.562,0.00477,0.304,0.579,138.229,270107,4
Marvin Gaye,Inner City Blues (Make Me Wanna Holler),0.635,0.487,8,-12.632,0,0.0323,0.815,0.15,0.226,0.638,93.864,326507,4
Four Tops,Still Water (Love),0.491,0.497,10,-14.633,1,0.0241,0.526,0.000184,0.194,0.932,93.907,193667,4
Bill Withers,Ain't No Sunshine,0.535,0.469,4,-9.793,0,0.072,0.475,5.11e-05,0.104,0.429,79.264,123333,4
Marvin Gaye,"There Goes Mr. ""T"" - From ""Trouble Man"" Soundtrack",0.345,0.39,7,-9.234,0,0.0345,0.9,0.76,0.151,0.593,142.635,96600,3
Billy Paul,Me and Mrs. Jones,0.416,0.404,0,-14.133,0,0.0373,0.479,0.000105,0.056,0.413,100.423,285293,1
Al Green,Let's Stay Together,0.762,0.244,5,-18.114,1,0.0551,0.388,0.0137,0.0663,0.558,101.57,199507,4
Average White Band,Pick Up The Pieces,0.765,0.84,10,-6.42,0,0.0373,0.184,0.0834,0.022,0.927,107.355,240280,4
"Bobby ""Blue"" Bland",Ain't No Love In The Heart Of The City - Single Version,0.559,0.656,9,-8.699,0,0.0469,0.257,0.000171,0.2,0.679,79.638,225347,4
Gladys Knight & The Pips,Midnight Train to Georgia,0.579,0.477,10,-8.539,0,0.0367,0.127,0,0.0974,0.537,89.724,280093,4
The Five Stairsteps,O-o-h Child,0.488,0.754,5,-7.95,0,0.0381,0.00154,2.42e-05,0.678,0.664,88.368,197160,4
Isaac Hayes,Theme From Shaft - Single Version,0.5,0.717,9,-11.571,0,0.05,0.0346,1.27e-05,0.261,0.683,119.923,197267,4
Harold Melvin & The Blue Notes,If You Don't Know Me by Now (feat. Teddy Pendergrass),0.467,0.371,11,-12.514,1,0.0322,0.659,6.67e-05,0.756,0.478,93.681,205573,3
Commodores,Brick House,0.83,0.892,4,-5.613,0,0.0646,0.0328,0.004,0.0658,0.675,107.774,206800,4
Marvin Gaye,Let's Get It On,0.55,0.611,3,-10.657,1,0.0443,0.0392,0,0.0631,0.626,168.512,290946,4
The Temptations,Just My Imagination (Running Away With Me),0.432,0.313,0,-11.974,1,0.0256,0.878,0.0135,0.3,0.441,92.831,227787,4
George Benson,Breezin',0.682,0.752,2,-9.521,1,0.0454,0.476,0.863,0.0768,0.964,81.081,341733,4
Teddy Pendergrass,Close The Door,0.685,0.456,3,-13.294,1,0.0429,0.412,0.0074,0.0872,0.619,87.232,327653,4
The Stylistics,You Make Me Feel Brand New,0.501,0.257,7,-12.65,1,0.0253,0.731,1.85e-05,0.588,0.2,75.6,324104,4
